x_left,g_left,x_right,g_right
0.0,0.0,0.00025,1.0
2.9102433131627444e-07,0.0001895232052468959,0.00025002170051646565,0.9726530203828194
5.81936940306969e-07,0.0004363725171459699,0.00025006763028148843,0.9458163180821781
8.73195149340738e-07,0.0007450308986699591,0.0002501545590262373,0.9194849966417374
1.165256280786236e-06,0.0011199813127916007,0.0002502992564818812,0.8936541596051569
1.4585776570121175e-06,0.0015657067224836322,0.00025051849237958917,0.868318910516097
1.7536166003870364e-06,0.0020866900907187892,0.00025082903645053003,0.8434743529182182
2.0508304332796476e-06,0.0026874143804698114,0.00025124765842587276,0.81911559035518
2.350676478058605e-06,0.003372362554709433,0.0002517911280367865,0.7952377263706436
2.6536120570925637e-06,0.004146017576410393,0.0002524762150144398,0.7718358645082684
2.9600944927501787e-06,0.005012862408545428,0.00025331968909000213,0.7489051083117152
3.2705811074001026e-06,0.005977380014087275,0.00025433831999464206,0.726440561324644
3.585529223410991e-06,0.00704405335600867,0.0002555488774595288,0.7044373270907154
3.905396163151498e-06,0.008217365397282354,0.000256968131215831,0.6828905091535893
4.230639248990279e-06,0.00950179910088106,0.0002586128509947178,0.6617952110569258
4.561715803295986e-06,0.010901837429777524,0.0002604998065273583,0.6411465363443856
4.8990831484372745e-06,0.01242196334694449,0.000262645767544921,0.6209395885596284
5.243198606782802e-06,0.014066659815354689,0.0002650675037785754,0.601169471246315
5.594519500701217e-06,0.015840409797980855,0.00026778178495949,0.5818312879481053
5.953503152561181e-06,0.017747696257795736,0.0002708053808188342,0.5629201422086598
6.320606884731343e-06,0.019793002157772063,0.00027415506108777665,0.5444311375716386
6.696288019580358e-06,0.021980810460882568,0.0002778475954974862,0.5263593775807018
7.081003879476883e-06,0.024315604130099998,0.00028189975377913205,0.5086999657795099
7.475211786789569e-06,0.026801866128397085,0.000286328305663883,0.49144800571172287
7.879369063887073e-06,0.029444079418746556,0.00029115002088290814,0.47459860092100137
8.293933033138049e-06,0.032246726964121175,0.0002963816691673763,0.4581468549510052
8.719361016911153e-06,0.03521429172749366,0.00030204002024845667,0.44208787134539507
9.156110337575036e-06,0.038351256671836746,0.0003081418438573179,0.4264167536478308
9.604638317498356e-06,0.04166210476012318,0.00031470390972512905,0.4111286054019727
1.0065402279049759e-05,0.04515131895532567,0.000321742987583059,0.3962185301514813
1.0538859544597912e-05,0.048823382220416996,0.000329275847162277,0.3816816314400167
1.102546743651146e-05,0.052682777518369875,0.0003373192581939516,0.36751301281123894
1.152568327715906e-05,0.05673398781215705,0.000345889990409252,0.3537077778088084
1.2039964388909372e-05,0.06098149606475125,0.0003550048135393472,0.3402610299763856
1.2568768094131046e-05,0.06542978523912522,0.00036468049731540607,0.3271678728576305
1.3112551715192731e-05,0.07008333829825168,0.00037493381146859743,0.3144234099962032
1.3671772574463085e-05,0.07494663820510337,0.00038578152573009035,0.30202274493576436
1.4246887994310769e-05,0.08002416792265307,0.0003972404098310539,0.289960981219974
1.4838355297104428e-05,0.08532041041387346,0.00040932723350265685,0.2782332223924923
1.5446631805212722e-05,0.0908398486417373,0.00042205876647606817,0.2668345719969796
1.6072174841004306e-05,0.09658696556921735,0.00043545177848245705,0.25576013357709615
1.671544172684783e-05,0.10256624415928631,0.00044952303925299215,0.24500501067650224
1.737688978511195e-05,0.10878216737491692,0.00046428931851884243,0.23456430683885796
1.8056976338165322e-05,0.11523921817908193,0.0004797673860111771,0.22443312560782375
1.8756158708376605e-05,0.1219418795347541,0.000495974011461165,0.21460657052705975
1.9474894218114442e-05,0.12889463440490614,0.000512925964599975,0.2050797451402261
2.0213640189747495e-05,0.1361019657525108,0.000530640015158776,0.19584775299098323
2.097285394564442e-05,0.1435683565405408,0.0005491329328687371,0.1869056976229914
2.1752992808173862e-05,0.15129828973196882,0.0005684214874610272,0.17824868257991072
2.2554514099704483e-05,0.1592962482897677,0.0005885224486668154,0.16987181140540145
2.3377875142604943e-05,0.16756671517691019,0.0006094525862172705,0.16177018764312398
2.4223533259243893e-05,0.176114173356369,0.0006312286698435614,0.15393891483673836
2.509194577198997e-05,0.18494310579111672,0.0006538674692768571,0.14637309652990504
2.598357000321184e-05,0.19405799544412625,0.0006773857542483264,0.13906783626628413
2.689886327527818e-05,0.20346332527837035,0.0007018002944891388,0.13201823758953585
2.783828291055761e-05,0.21316357825682164,0.0007271278597304626,0.12521940404332058
2.8802286231418805e-05,0.22316323734245297,0.0007533852197034673,0.11866643917129843
2.9791330560230406e-05,0.23346678549823693,0.0007805891441393214,0.11235444651712978
3.080587321936108e-05,0.24407870568714635,0.000808756402769194,0.10627852962447479
3.184637153117948e-05,0.2550034808721541,0.0008379037653242544,0.10043379203699367
3.291328281805424e-05,0.2662455940162326,0.0008680480015356708,0.09481533729834678
3.400706440235405e-05,0.27780952808235493,0.0008992058811346131,0.08941826895219425
3.512817360644753e-05,0.2896997660334935,0.0009313941738522493,0.08423769054219643
3.627706775270337e-05,0.3019207908326214,0.0009646296494197494,0.07926870561201348
3.745420416349018e-05,0.314477085442711,0.0009989290775682812,0.07450641770530572
3.866004016117664e-05,0.32737313282673525,0.0010343092280290143,0.06994593036573339
3.989503306813142e-05,0.340613415947667,0.0010707868705331178,0.06558234713695664
4.115964020672315e-05,0.3542024177684786,0.00110837877481176,0.06141077156263585
4.2454318899320495e-05,0.36814462125214326,0.001147101710596111,0.05742630718643115
4.37795264682921e-05,0.3824445093616334,0.0011869724476173385,0.053624057552002884
4.513572023600663e-05,0.3971065650599218,0.0012280077556066124,0.049999126203011224
4.652335752483273e-05,0.4121352713099813,0.0012702244042951008,0.04654661668311648
4.794289565713906e-05,0.4275351110747844,0.001313639163413973,0.04326163253597886
4.939479195529429e-05,0.4433105673173043,0.0013582688026943987,0.0401392773052586
5.087950374166704e-05,0.4594661230005132,0.0014041300918675457,0.037174654534615985
5.239748833862599e-05,0.4760062610873843,0.001451239800664584,0.03436286776771121
5.3949203068539775e-05,0.49293546454088993,0.0014996146988166812,0.03169902054820459
5.5535105253777065e-05,0.510258216324003,0.0015492715560550074,0.029178216419756327
5.715565221670652e-05,0.5279789993996965,0.0016002271421107315,0.026795558926026652
5.8811301279696784e-05,0.5461022967309428,0.0016524982267150218,0.02454615161067586
6.050250976511652e-05,0.5646325912807149,0.0017061015795990482,0.022425098017364153
6.222973499533436e-05,0.5835743660119851,0.0017610539704939784,0.020427501689751812
6.399343429271898e-05,0.6029321038877267,0.0018173721691309825,0.018548466171499054
6.579406497963903e-05,0.6227102878709121,0.0018750729452412288,0.016783095006266163
6.763208437846315e-05,0.642913400924514,0.001934173068555886,0.01512649173771336
6.950794981156003e-05,0.6635459260115055,0.0019946893088061243,0.013573759909500877
7.142211860129828e-05,0.6846123460948589,0.002056638435723111,0.012120003065288999
7.33750480700466e-05,0.7061171441375473,0.0021200372190380173,0.010760324748737934
7.53671955401736e-05,0.7280648031025432,0.0021849024284820093,0.009489828503507967
7.739901833404797e-05,0.7504598059528195,0.0022512508337862586,0.008303617873259308
7.947097377403833e-05,0.7733066356513486,0.002319099204681932,0.007196796401652235
8.158351918251335e-05,0.7966097751611035,0.0023884643109001995,0.006164467632346982
8.373711188184171e-05,0.8203737074450572,0.0024593629221722306,0.0052017351090037816
8.593220919439202e-05,0.8446029154661818,0.002531811808229193,0.004303702375282904
8.816926844253299e-05,0.8693018821874507,0.0026058277388022566,0.0034654729748445777
9.044874694863321e-05,0.8944750905718362,0.0026814274836225896,0.002682150451349066
9.277110203506136e-05,0.920127023582311,0.0027586278124213616,0.0019488383484566058
9.513679102418613e-05,0.9462621641818483,0.002837445494929742,0.0012606402098274373
9.754627123837612e-05,0.9728849953334203,0.002917897300878898,0.0006126595791218224
0.0001,1.0,0.003,0.0
