x_left,g_left,x_right,g_right
0.0,0.3623114228248596,0.00025,1.0
7.733760875426323e-06,0.3690835865344835,0.00025023243339186935,0.9003314052793336
1.506957901797087e-05,0.37645263620112884,0.00025088636216667927,0.8075319993994317
2.201765850102243e-05,0.38447302177855736,0.00025239176232502134,0.7213558870613205
2.858820339796979e-05,0.3931991932205307,0.00025517860986748713,0.6415571729660259
3.479141778220175e-05,0.40268560048081087,0.0002596768807946686,0.567889961814574
4.063750572710709e-05,0.41298669351315936,0.0002663165511071573,0.5001083583079905
4.6136671306074585e-05,0.4241569222713377,0.0002755275968055446,0.4379664671473014
5.1299118592493076e-05,0.4362507367091082,0.0002877399938904226,0.381218393033533
5.61350516597513e-05,0.44932258678023207,0.0003033837183623828,0.32961824066771095
6.065467458123807e-05,0.46342692243847106,0.0003228887462220167,0.28292011475086115
6.486819143034216e-05,0.4786181936375872,0.0003466850534699161,0.24087811998400985
6.87858062804524e-05,0.494950850331342,0.00037520261610667283,0.20324636106818286
7.24177232049575e-05,0.5124793424734971,0.0004088714101328782,0.16977894270440602
7.577414627724633e-05,0.5312581200178144,0.000448121411549124,0.14022996959370554
7.886527957070767e-05,0.5513416329180556,0.0004933825963560021,0.11435354643710713
8.170132715873026e-05,0.5727843311279823,0.0005450849405541038,0.09190377793563699
8.429249311470295e-05,0.5956406646013562,0.0006036584201440211,0.07263476879032096
8.664898151201447e-05,0.6199650832919393,0.0006695330111263457,0.05630062370218494
8.878099642405366e-05,0.645812037153493,0.0007431386895016687,0.04265544737225503
9.069874192420929e-05,0.6732359761397794,0.0008249054312705825,0.03145334450155709
9.241242208587014e-05,0.7022913502045598,0.0009152632124336782,0.022448419791117155
9.393224098242501e-05,0.733032609301596,0.0010146420089915476,0.015394777941961148
9.52684026872627e-05,0.76551420338465,0.0011234717969447828,0.010046523655115018
9.643111127377197e-05,0.7997905824074834,0.0012421825522939748,0.006157761631604759
9.743057081534164e-05,0.8359161963238575,0.0013712042510397153,0.0034825965724563208
9.82769853853605e-05,0.8739454950875348,0.0015109668691825969,0.0017751331786956578
9.898055905721731e-05,0.9139329286522764,0.00166190038272321,0.0007894761513487446
9.955149590430088e-05,0.955932946971844,0.0018244347676621465,0.00027973019144153787
0.0001,1.0,0.0019989999999999995,0.0
