generation,energy
534,1.04423e-10
535,1.04423e-10
536,1.04423e-10
537,1.04423e-10
538,1.04423e-10
539,1.04423e-10
540,1.04423e-10
541,1.04423e-10
542,1.04423e-10
543,1.04423e-10
544,1.04423e-10
545,1.04423e-10
546,1.04423e-10
547,1.04423e-10
548,1.04423e-10
549,1.04423e-10
550,1.04423e-10
551,1.04423e-10
552,1.04423e-10
553,1.04423e-10
554,1.04423e-10
555,1.04423e-10
556,1.04423e-10
557,1.04423e-10
558,1.04423e-10
559,1.04423e-10
560,1.04423e-10
561,1.04423e-10
562,1.04423e-10
563,1.04423e-10
564,1.04423e-10
565,1.04423e-10
566,1.04423e-10
567,1.04423e-10
568,1.04423e-10
569,1.04423e-10
570,1.04423e-10
571,1.04423e-10
572,1.04423e-10
573,1.04423e-10
574,1.04423e-10
575,1.04423e-10
576,1.04423e-10
577,1.04423e-10
578,1.04423e-10
579,1.04423e-10
580,1.04423e-10
581,1.04423e-10
582,1.04423e-10
583,1.04423e-10
584,1.04423e-10
585,1.04423e-10
586,1.04423e-10
587,1.04423e-10
588,1.04423e-10
589,1.04423e-10
590,1.04423e-10
591,1.04423e-10
592,1.04423e-10
593,1.04423e-10
594,1.04423e-10
595,1.04423e-10
596,1.04423e-10
597,1.04423e-10
598,1.04423e-10
599,1.04423e-10
600,1.04423e-10
601,1.04423e-10
602,1.04423e-10
603,1.04423e-10
604,1.04423e-10
605,1.04423e-10
606,1.04423e-10
607,1.04423e-10
608,1.04423e-10
609,1.04423e-10
610,1.04423e-10
611,1.04423e-10
612,1.04423e-10
613,1.04423e-10
614,1.04423e-10
615,1.04423e-10
616,1.04423e-10
617,1.04423e-10
618,1.04423e-10
619,1.04423e-10
620,1.04423e-10
621,1.04423e-10
622,1.04423e-10
623,1.04423e-10
624,1.04423e-10
625,1.04423e-10
626,1.04423e-10
627,1.04423e-10
628,1.04423e-10
629,1.04423e-10
630,1.04423e-10
631,1.04423e-10
632,1.04423e-10
633,1.04423e-10
634,1.04423e-10
635,1.04423e-10
636,1.04423e-10
637,1.04423e-10
638,1.04423e-10
639,1.04423e-10
640,1.04423e-10
641,1.04423e-10
642,1.04423e-10
643,1.04423e-10
644,1.04423e-10
645,1.04423e-10
646,1.04423e-10
647,1.04423e-10
648,1.04423e-10
649,1.04423e-10
650,1.04423e-10
651,1.04422e-10
652,1.04422e-10
653,1.04422e-10
654,1.04422e-10
655,1.04422e-10
656,1.04422e-10
657,1.04422e-10
658,1.04422e-10
659,1.04422e-10
660,1.04422e-10
661,1.04422e-10
662,1.04422e-10
663,1.04422e-10
664,1.04422e-10
665,1.04422e-10
666,1.04422e-10
667,1.04422e-10
668,1.04421e-10
669,1.04421e-10
670,1.04421e-10
671,1.04421e-10
672,1.04421e-10
673,1.04421e-10
674,1.0442e-10
675,1.04419e-10
676,1.04419e-10
677,1.04418e-10
678,1.04418e-10
679,1.04415e-10
680,1.04415e-10
681,1.04414e-10
682,1.04414e-10
683,1.04414e-10
684,1.04414e-10
685,1.04414e-10
686,1.04413e-10
687,1.04413e-10
688,1.04413e-10
689,1.04413e-10
690,1.04413e-10
691,1.04413e-10
692,1.04413e-10
693,1.04413e-10
694,1.04413e-10
695,1.04413e-10
696,1.04413e-10
697,1.04413e-10
698,1.04413e-10
699,1.04413e-10
700,1.04413e-10
701,1.04413e-10
702,1.04413e-10
703,1.04413e-10
704,1.04413e-10
705,1.04412e-10
706,1.04412e-10
707,1.04412e-10
708,1.04412e-10
709,1.04412e-10
710,1.04412e-10
711,1.04412e-10
712,1.04412e-10
713,1.04412e-10
714,1.04412e-10
715,1.04412e-10
716,1.04412e-10
717,1.04412e-10
718,1.04412e-10
719,1.04412e-10
720,1.04412e-10
721,1.04412e-10
722,1.04412e-10
723,1.04412e-10
724,1.04412e-10
725,1.04412e-10
726,1.04412e-10
727,1.04412e-10
728,1.04412e-10
729,1.04412e-10
730,1.04412e-10
731,1.04412e-10
732,1.04412e-10
733,1.04412e-10
734,1.04412e-10
735,1.04412e-10
736,1.04412e-10
737,1.04412e-10
738,1.04412e-10
739,1.04412e-10
740,1.04412e-10
741,1.04412e-10
742,1.04412e-10
743,1.04412e-10
744,1.04412e-10
745,1.04412e-10
746,1.04412e-10
747,1.04412e-10
748,1.04412e-10
749,1.04412e-10
750,1.04412e-10
751,1.04412e-10
752,1.04412e-10
753,1.04412e-10
754,1.04412e-10
755,1.04412e-10
756,1.04412e-10
757,1.04412e-10
758,1.04412e-10
759,1.04412e-10
760,1.04412e-10
761,1.04412e-10
762,1.04412e-10
763,1.04412e-10
764,1.04412e-10
765,1.04412e-10
766,1.04412e-10
767,1.04412e-10
768,1.04412e-10
769,1.04412e-10
770,1.04412e-10
771,1.04412e-10
772,1.04412e-10
773,1.04412e-10
774,1.04412e-10
775,1.04412e-10
776,1.04412e-10
777,1.04412e-10
778,1.04412e-10
779,1.04412e-10
780,1.04412e-10
781,1.04412e-10
782,1.04412e-10
783,1.04412e-10
784,1.04412e-10
785,1.04412e-10
786,1.04412e-10
787,1.04412e-10
788,1.04412e-10
789,1.04412e-10
790,1.04412e-10
791,1.04412e-10
792,1.04412e-10
793,1.04412e-10
794,1.04412e-10
795,1.04412e-10
796,1.04412e-10
797,1.04412e-10
798,1.04412e-10
799,1.04412e-10
800,1.04412e-10
801,1.04412e-10
802,1.04412e-10
803,1.04412e-10
804,1.04412e-10
805,1.04412e-10
806,1.04412e-10
807,1.04412e-10
808,1.04412e-10
809,1.04412e-10
810,1.04412e-10
811,1.04412e-10
812,1.04412e-10
813,1.04412e-10
814,1.04412e-10
815,1.04412e-10
816,1.04412e-10
817,1.04412e-10
818,1.04412e-10
819,1.04412e-10
820,1.04412e-10
821,1.04412e-10
822,1.04412e-10
823,1.04412e-10
824,1.04412e-10
825,1.04412e-10
826,1.04412e-10
827,1.04412e-10
828,1.04412e-10
829,1.04412e-10
830,1.04412e-10
831,1.04412e-10
832,1.04412e-10
833,1.04412e-10
834,1.04412e-10
835,1.04412e-10
836,1.04412e-10
837,1.04412e-10
838,1.04412e-10
839,1.04412e-10
840,1.04412e-10
841,1.04412e-10
842,1.04412e-10
843,1.04412e-10
844,1.04412e-10
845,1.04412e-10
846,1.04412e-10
847,1.04412e-10
848,1.04412e-10
849,1.04412e-10
850,1.04412e-10
851,1.04412e-10
852,1.04412e-10
853,1.04412e-10
854,1.04412e-10
855,1.04412e-10
856,1.04412e-10
857,1.04412e-10
858,1.04412e-10
859,1.04412e-10
860,1.04412e-10
861,1.04412e-10
862,1.04412e-10
863,1.04412e-10
864,1.04412e-10
865,1.04412e-10
866,1.04412e-10
867,1.04412e-10
868,1.04412e-10
869,1.04412e-10
870,1.04412e-10
871,1.04412e-10
872,1.04412e-10
873,1.04412e-10
874,1.04412e-10
875,1.04412e-10
876,1.04412e-10
877,1.04412e-10
878,1.04412e-10
879,1.04412e-10
880,1.04412e-10
881,1.04412e-10
882,1.04412e-10
883,1.04412e-10
884,1.04412e-10
885,1.04412e-10
886,1.04412e-10
887,1.04412e-10
888,1.04412e-10
889,1.04412e-10
890,1.04412e-10
891,1.04412e-10
892,1.04412e-10
893,1.04412e-10
894,1.04412e-10
895,1.04412e-10
896,1.04412e-10
897,1.04412e-10
898,1.04412e-10
899,1.04412e-10
900,1.04412e-10
901,1.04412e-10
902,1.04412e-10
903,1.04412e-10
904,1.04412e-10
905,1.04412e-10
906,1.04412e-10
907,1.04412e-10
908,1.04412e-10
909,1.04412e-10
910,1.04412e-10
911,1.04412e-10
912,1.04412e-10
913,1.04412e-10
914,1.04412e-10
915,1.04412e-10
916,1.04412e-10
917,1.04412e-10
918,1.04412e-10
919,1.04412e-10
920,1.04412e-10
921,1.04412e-10
922,1.04412e-10
923,1.04412e-10
924,1.04412e-10
925,1.04412e-10
926,1.04412e-10
927,1.04412e-10
928,1.04412e-10
929,1.04412e-10
930,1.04412e-10
931,1.04412e-10
932,1.04412e-10
933,1.04412e-10
934,1.04412e-10
935,1.04412e-10
936,1.04412e-10
937,1.04412e-10
938,1.04412e-10
939,1.04412e-10
940,1.04412e-10
941,1.04412e-10
942,1.04412e-10
943,1.04412e-10
944,1.04412e-10
945,1.04412e-10
946,1.04412e-10
947,1.04412e-10
948,1.04412e-10
949,1.04412e-10
950,1.04412e-10
951,1.04412e-10
952,1.04412e-10
953,1.04412e-10
954,1.04412e-10
955,1.04412e-10
956,1.04412e-10
957,1.04412e-10
958,1.04412e-10
959,1.04412e-10
960,1.04412e-10
961,1.04412e-10
962,1.04412e-10
963,1.04412e-10
964,1.04412e-10
965,1.04412e-10
966,1.04412e-10
967,1.04412e-10
968,1.04412e-10
969,1.04412e-10
970,1.04412e-10
971,1.04412e-10
972,1.04412e-10
973,1.04412e-10
974,1.04412e-10
975,1.04412e-10
976,1.04412e-10
977,1.04412e-10
978,1.04412e-10
979,1.04412e-10
980,1.04412e-10
981,1.04412e-10
982,1.04412e-10
983,1.04412e-10
984,1.04412e-10
985,1.04412e-10
986,1.04412e-10
987,1.04412e-10
988,1.04412e-10
989,1.04412e-10
990,1.04412e-10
991,1.04412e-10
992,1.04412e-10
993,1.04412e-10
994,1.04412e-10
995,1.04412e-10
996,1.04412e-10
997,1.04412e-10
998,1.04412e-10
999,1.04412e-10
1000,1.04412e-10
