x_left,g_left,x_right,g_right
0.0,0.24510139226913452,0.00025,1.0
9.039274345719261e-06,0.26369308446810413,0.0002502922011793853,0.9013220627609154
1.7482919904380554e-05,0.28257491319615236,0.00025125560307425355,0.8094322841439285
2.5352744648485164e-05,0.3017736830792112,0.00025353580466525933,0.7240859098467307
3.2670556550534354e-05,0.32131619874321227,0.00025777840493305704,0.6450381855670119
3.945816358302945e-05,0.3412292648140876,0.00026462900285830154,0.5720443570024633
4.573737371847167e-05,0.3615396859177688,0.0002747331974216471,0.5048596698507753
5.152999492936231e-05,0.3822742666801875,0.00028873658760374826,0.44323936980963846
5.6857835188202696e-05,0.40345981172727596,0.00030728477238525987,0.3869387025767438
6.174270246749408e-05,0.42512312568496574,0.0003310233507468363,0.33571291384978164
6.62064047397377e-05,0.44729101317918846,0.0003605979216691321,0.28931724932644265
7.027074997743487e-05,0.4699902788358761,0.00039665408413280183,0.24750695470441772
7.395754615308692e-05,0.49324772728096056,0.00043983743711850014,0.21003727568139738
7.728860123919501e-05,0.5170901631403735,0.0004907935796068815,0.17666345795507216
8.028572320826053e-05,0.5415443910400465,0.0005501681105786003,0.147140747223133
8.297072003278472e-05,0.5666372156059118,0.0006186066290143116,0.12122438918327025
8.536539968526884e-05,0.5923954414639009,0.0006967547338946694,0.09866962953317483
8.74915701382142e-05,0.6188458732399456,0.0007852580242003285,0.07923171397053728
8.937103936412206e-05,0.6460153155599779,0.0008847620989119437,0.06266588819304819
9.102561533549372e-05,0.6739305730499294,0.0009959125570101692,0.048727397898398354
9.247710602483044e-05,0.7026184503357322,0.0011193549974756597,0.037171488784278325
9.37473194046335e-05,0.7321057520433176,0.0012557350192890697,0.02775340654837884
9.485806344740418e-05,0.7624192827986176,0.0014056982214310535,0.020228396888390513
9.583114612564378e-05,0.7935858472275643,0.0015698902028822665,0.01435170550200399
9.668837541185356e-05,0.8256322499560892,0.0017489565626233625,0.009878578086909963
9.74515592785348e-05,0.858585295610124,0.0019435428996349958,0.006564260340799068
9.814250569818879e-05,0.8924717888156009,0.0021542948128978226,0.004163997961361961
9.878302264331679e-05,0.9273185341984511,0.0023818579013924947,0.0024330366462893133
9.939491808642011e-05,0.9631523363846068,0.0026268777640996686,0.0011266220932717745
0.0001,1.0,0.0028899999999999998,0.0
